modality,signal,embedding_type,embedding_size,metric
visual,has_item,autoencoder,32,1.0
visual,has_item,autoencoder,32,0.8999999761581421
visual,has_item,autoencoder,32,1.0
visual,has_item,autoencoder,32,0.5
visual,has_item,autoencoder,32,1.0
visual,has_information,autoencoder,32,1.0
visual,has_information,autoencoder,32,1.0
visual,has_information,autoencoder,32,1.0
visual,has_information,autoencoder,32,0.5
visual,has_information,autoencoder,32,1.0
visual,has_information,autoencoder,32,0.0
visual,has_information,autoencoder,32,1.0
visual,has_information,autoencoder,32,0.875
visual,has_information,autoencoder,32,1.0
visual,has_information,autoencoder,32,1.0
visual,has_information,autoencoder,32,0.0
visual,idle,random,32,0.6666666865348816
visual,idle,random,32,0.875
visual,idle,random,32,1.0
visual,idle,random,32,1.0
visual,idle,random,32,1.0
visual,idle,random,32,1.0
visual,idle,random,32,1.0
visual,idle,random,32,1.0
visual,idle,random,32,0.6000000238418579
visual,searching,random,32,1.0
visual,searching,random,32,1.0
visual,searching,random,32,1.0
visual,searching,random,32,0.0
visual,searching,random,32,1.0
visual,searching,random,32,0.75
visual,searching,random,32,1.0
visual,searching,random,32,0.4000000059604645
visual,searching,random,32,1.0
visual,searching,random,32,0.0
visual,searching,random,32,0.4285714328289032
visual,has_item,random,32,0.5
visual,has_item,random,32,0.0
visual,has_item,random,32,1.0
visual,has_item,random,32,0.8333333134651184
visual,has_item,random,32,1.0
visual,has_item,random,32,0.0
visual,has_item,random,32,1.0
visual,has_item,random,32,0.8999999761581421
visual,has_item,random,32,0.6666666865348816
visual,has_item,random,32,0.5
visual,has_item,random,32,1.0
visual,has_information,random,32,1.0
visual,has_information,random,32,0.5
visual,has_information,random,32,0.25
visual,has_information,random,32,0.5
visual,has_information,random,32,1.0
visual,has_information,random,32,0.0
visual,has_information,random,32,0.0
visual,has_information,random,32,0.625
visual,has_information,random,32,1.0
visual,has_information,random,32,1.0
visual,has_information,random,32,0.0
auditory,idle,contrastive+autoencoder,32,0.0
auditory,idle,contrastive+autoencoder,32,0.5
auditory,idle,contrastive+autoencoder,32,1.0
auditory,idle,contrastive+autoencoder,32,0.9411764740943908
auditory,idle,contrastive+autoencoder,32,0.6666666865348816
auditory,idle,contrastive+autoencoder,32,0.5
auditory,idle,contrastive+autoencoder,32,1.0
auditory,idle,contrastive+autoencoder,32,1.0
auditory,searching,contrastive+autoencoder,32,0.6666666865348816
auditory,searching,contrastive+autoencoder,32,0.9473684430122375
auditory,searching,contrastive+autoencoder,32,0.6666666865348816
auditory,searching,contrastive+autoencoder,32,1.0
auditory,searching,contrastive+autoencoder,32,0.0
auditory,searching,contrastive+autoencoder,32,0.3333333432674408
auditory,searching,contrastive+autoencoder,32,1.0
auditory,searching,contrastive+autoencoder,32,0.5
auditory,searching,contrastive+autoencoder,32,1.0
auditory,searching,contrastive+autoencoder,32,0.0
auditory,has_item,contrastive+autoencoder,32,1.0
auditory,has_item,contrastive+autoencoder,32,1.0
auditory,has_item,contrastive+autoencoder,32,0.5
auditory,has_item,contrastive+autoencoder,32,0.0
auditory,has_item,contrastive+autoencoder,32,1.0
auditory,has_item,contrastive+autoencoder,32,1.0
auditory,has_item,contrastive+autoencoder,32,0.0
auditory,has_item,contrastive+autoencoder,32,1.0
auditory,has_information,contrastive+autoencoder,32,0.0
auditory,has_information,contrastive+autoencoder,32,1.0
auditory,has_information,contrastive+autoencoder,32,0.0
auditory,has_information,contrastive+autoencoder,32,1.0
auditory,has_information,contrastive+autoencoder,32,1.0
auditory,has_information,contrastive+autoencoder,32,1.0
auditory,has_information,contrastive+autoencoder,32,0.0
auditory,has_information,contrastive+autoencoder,32,1.0
auditory,idle,contrastive,32,0.0
auditory,idle,contrastive,32,1.0
auditory,idle,contrastive,32,1.0
auditory,idle,contrastive,32,0.9411764740943908
auditory,idle,contrastive,32,0.6666666865348816
auditory,idle,contrastive,32,0.0
auditory,idle,contrastive,32,1.0
auditory,idle,contrastive,32,1.0
auditory,searching,contrastive,32,0.6666666865348816
auditory,searching,contrastive,32,0.9473684430122375
auditory,searching,contrastive,32,0.3333333432674408
auditory,searching,contrastive,32,1.0
auditory,searching,contrastive,32,0.0
auditory,searching,contrastive,32,0.3333333432674408
auditory,searching,contrastive,32,1.0
auditory,searching,contrastive,32,1.0
auditory,searching,contrastive,32,1.0
auditory,searching,contrastive,32,0.5
auditory,has_item,contrastive,32,1.0
auditory,has_item,contrastive,32,1.0
auditory,has_item,contrastive,32,0.0
auditory,has_item,contrastive,32,0.0
auditory,has_item,contrastive,32,1.0
auditory,has_item,contrastive,32,1.0
auditory,has_item,contrastive,32,0.0
auditory,has_item,contrastive,32,0.0
auditory,has_information,contrastive,32,1.0
auditory,has_information,contrastive,32,1.0
auditory,has_information,contrastive,32,0.0
auditory,has_information,contrastive,32,1.0
auditory,has_information,contrastive,32,1.0
auditory,has_information,contrastive,32,0.0
auditory,has_information,contrastive,32,0.0
auditory,has_information,contrastive,32,1.0
auditory,idle,autoencoder,32,0.0
auditory,idle,autoencoder,32,0.0
auditory,idle,autoencoder,32,1.0
auditory,idle,autoencoder,32,0.9411764740943908
auditory,idle,autoencoder,32,0.3333333432674408
auditory,idle,autoencoder,32,0.0
auditory,idle,autoencoder,32,1.0
auditory,idle,autoencoder,32,1.0
auditory,searching,autoencoder,32,0.6666666865348816
auditory,searching,autoencoder,32,0.9473684430122375
auditory,searching,autoencoder,32,0.3333333432674408
auditory,searching,autoencoder,32,1.0
auditory,searching,autoencoder,32,0.0
auditory,searching,autoencoder,32,0.3333333432674408
auditory,searching,autoencoder,32,1.0
auditory,searching,autoencoder,32,0.5
auditory,searching,autoencoder,32,1.0
auditory,searching,autoencoder,32,0.0
auditory,has_item,autoencoder,32,1.0
auditory,has_item,autoencoder,32,1.0
auditory,has_item,autoencoder,32,0.5
auditory,has_item,autoencoder,32,0.3333333432674408
auditory,has_item,autoencoder,32,1.0
auditory,has_item,autoencoder,32,1.0
auditory,has_item,autoencoder,32,0.0
auditory,has_item,autoencoder,32,1.0
auditory,has_information,autoencoder,32,1.0
auditory,has_information,autoencoder,32,1.0
auditory,has_information,autoencoder,32,0.0
auditory,has_information,autoencoder,32,0.0
auditory,has_information,autoencoder,32,1.0
auditory,has_information,autoencoder,32,1.0
auditory,has_information,autoencoder,32,0.0
auditory,has_information,autoencoder,32,1.0
auditory,idle,random,32,0.3333333432674408
auditory,idle,random,32,0.0
auditory,idle,random,32,1.0
auditory,idle,random,32,0.9411764740943908
auditory,idle,random,32,0.3333333432674408
auditory,idle,random,32,0.0
auditory,idle,random,32,1.0
auditory,idle,random,32,1.0
auditory,searching,random,32,0.6666666865348816
auditory,searching,random,32,0.9473684430122375
auditory,searching,random,32,0.6666666865348816
auditory,searching,random,32,1.0
auditory,searching,random,32,0.0
auditory,searching,random,32,0.3333333432674408
auditory,searching,random,32,1.0
auditory,searching,random,32,0.5
auditory,searching,random,32,1.0
auditory,searching,random,32,0.0
auditory,has_item,random,32,1.0
auditory,has_item,random,32,1.0
auditory,has_item,random,32,0.5
auditory,has_item,random,32,0.0
auditory,has_item,random,32,1.0
auditory,has_item,random,32,1.0
auditory,has_item,random,32,0.0
auditory,has_item,random,32,1.0
auditory,has_information,random,32,0.0
auditory,has_information,random,32,1.0
auditory,has_information,random,32,0.0
auditory,has_information,random,32,0.0
auditory,has_information,random,32,1.0
auditory,has_information,random,32,1.0
auditory,has_information,random,32,0.0
auditory,has_information,random,32,1.0
kinesthetic,idle,contrastive+autoencoder,32,0.0
kinesthetic,idle,contrastive+autoencoder,32,1.0
kinesthetic,idle,contrastive+autoencoder,32,0.6666666865348816
kinesthetic,idle,contrastive+autoencoder,32,0.0
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,0.6666666865348816
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,0.5
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,0.0
kinesthetic,has_item,contrastive+autoencoder,32,0.0
kinesthetic,has_item,contrastive+autoencoder,32,0.6666666865348816
kinesthetic,has_item,contrastive+autoencoder,32,0.0
kinesthetic,has_item,contrastive+autoencoder,32,0.0
kinesthetic,has_item,contrastive+autoencoder,32,1.0
kinesthetic,has_item,contrastive+autoencoder,32,0.5
kinesthetic,has_item,contrastive+autoencoder,32,1.0
kinesthetic,has_item,contrastive+autoencoder,32,1.0
kinesthetic,has_item,contrastive+autoencoder,32,0.6666666865348816
kinesthetic,has_information,contrastive+autoencoder,32,0.0
kinesthetic,has_information,contrastive+autoencoder,32,0.0
kinesthetic,has_information,contrastive+autoencoder,32,1.0
kinesthetic,has_information,contrastive+autoencoder,32,1.0
kinesthetic,has_information,contrastive+autoencoder,32,1.0
kinesthetic,has_information,contrastive+autoencoder,32,1.0
kinesthetic,idle,contrastive,32,0.0
kinesthetic,idle,contrastive,32,0.0
kinesthetic,idle,contrastive,32,0.6666666865348816
kinesthetic,idle,contrastive,32,0.0
kinesthetic,searching,contrastive,32,1.0
kinesthetic,searching,contrastive,32,0.6666666865348816
kinesthetic,searching,contrastive,32,1.0
kinesthetic,searching,contrastive,32,0.0
kinesthetic,searching,contrastive,32,0.5
kinesthetic,searching,contrastive,32,1.0
kinesthetic,searching,contrastive,32,1.0
kinesthetic,searching,contrastive,32,1.0
kinesthetic,has_item,contrastive,32,0.0
kinesthetic,has_item,contrastive,32,0.3333333432674408
kinesthetic,has_item,contrastive,32,0.0
kinesthetic,has_item,contrastive,32,0.0
kinesthetic,has_item,contrastive,32,1.0
kinesthetic,has_item,contrastive,32,0.5
kinesthetic,has_item,contrastive,32,1.0
kinesthetic,has_item,contrastive,32,1.0
kinesthetic,has_item,contrastive,32,0.6666666865348816
kinesthetic,has_information,contrastive,32,0.0
kinesthetic,has_information,contrastive,32,0.0
kinesthetic,has_information,contrastive,32,1.0
kinesthetic,has_information,contrastive,32,1.0
kinesthetic,has_information,contrastive,32,1.0
kinesthetic,has_information,contrastive,32,1.0
kinesthetic,idle,autoencoder,32,0.0
kinesthetic,idle,autoencoder,32,0.0
kinesthetic,idle,autoencoder,32,0.6666666865348816
kinesthetic,idle,autoencoder,32,0.0
kinesthetic,searching,autoencoder,32,1.0
kinesthetic,searching,autoencoder,32,0.6666666865348816
kinesthetic,searching,autoencoder,32,1.0
kinesthetic,searching,autoencoder,32,0.0
kinesthetic,searching,autoencoder,32,0.5
kinesthetic,searching,autoencoder,32,0.0
kinesthetic,searching,autoencoder,32,0.0
kinesthetic,searching,autoencoder,32,1.0
kinesthetic,has_item,autoencoder,32,0.0
kinesthetic,has_item,autoencoder,32,0.3333333432674408
kinesthetic,has_item,autoencoder,32,0.0
kinesthetic,has_item,autoencoder,32,0.0
kinesthetic,has_item,autoencoder,32,1.0
kinesthetic,has_item,autoencoder,32,0.0
kinesthetic,has_item,autoencoder,32,1.0
kinesthetic,has_item,autoencoder,32,1.0
kinesthetic,has_item,autoencoder,32,0.6666666865348816
kinesthetic,has_information,autoencoder,32,0.0
kinesthetic,has_information,autoencoder,32,0.0
kinesthetic,has_information,autoencoder,32,1.0
kinesthetic,has_information,autoencoder,32,1.0
kinesthetic,has_information,autoencoder,32,1.0
kinesthetic,has_information,autoencoder,32,1.0
kinesthetic,idle,random,32,0.0
kinesthetic,idle,random,32,0.0
kinesthetic,idle,random,32,0.6666666865348816
kinesthetic,idle,random,32,0.0
kinesthetic,searching,random,32,1.0
kinesthetic,searching,random,32,0.6666666865348816
kinesthetic,searching,random,32,1.0
kinesthetic,searching,random,32,0.0
kinesthetic,searching,random,32,0.5
kinesthetic,searching,random,32,1.0
kinesthetic,searching,random,32,1.0
kinesthetic,searching,random,32,1.0
kinesthetic,has_item,random,32,0.0
kinesthetic,has_item,random,32,0.3333333432674408
kinesthetic,has_item,random,32,1.0
kinesthetic,has_item,random,32,0.0
kinesthetic,has_item,random,32,1.0
kinesthetic,has_item,random,32,0.5
kinesthetic,has_item,random,32,0.0
kinesthetic,has_item,random,32,1.0
kinesthetic,has_item,random,32,0.6666666865348816
kinesthetic,has_information,random,32,1.0
kinesthetic,has_information,random,32,0.0
kinesthetic,has_information,random,32,1.0
kinesthetic,has_information,random,32,1.0
kinesthetic,has_information,random,32,1.0
kinesthetic,has_information,random,32,1.0
visual,idle,contrastive+autoencoder,24,1.0
visual,idle,contrastive+autoencoder,24,0.75
visual,idle,contrastive+autoencoder,24,1.0
visual,idle,contrastive+autoencoder,24,1.0
visual,idle,contrastive+autoencoder,24,1.0
visual,idle,contrastive+autoencoder,24,0.5
visual,idle,contrastive+autoencoder,24,1.0
visual,idle,contrastive+autoencoder,24,1.0
visual,idle,contrastive+autoencoder,24,1.0
visual,searching,contrastive+autoencoder,24,1.0
visual,searching,contrastive+autoencoder,24,1.0
visual,searching,contrastive+autoencoder,24,1.0
visual,searching,contrastive+autoencoder,24,0.3333333432674408
visual,searching,contrastive+autoencoder,24,1.0
visual,searching,contrastive+autoencoder,24,0.25
visual,searching,contrastive+autoencoder,24,1.0
visual,searching,contrastive+autoencoder,24,0.2000000029802322
visual,searching,contrastive+autoencoder,24,1.0
visual,searching,contrastive+autoencoder,24,0.5
visual,searching,contrastive+autoencoder,24,0.7857142686843872
visual,has_item,contrastive+autoencoder,24,0.5
visual,has_item,contrastive+autoencoder,24,1.0
visual,has_item,contrastive+autoencoder,24,1.0
visual,has_item,contrastive+autoencoder,24,0.8333333134651184
visual,has_item,contrastive+autoencoder,24,1.0
visual,has_item,contrastive+autoencoder,24,0.0
visual,has_item,contrastive+autoencoder,24,1.0
visual,has_item,contrastive+autoencoder,24,0.8999999761581421
visual,has_item,contrastive+autoencoder,24,1.0
visual,has_item,contrastive+autoencoder,24,0.0
visual,has_item,contrastive+autoencoder,24,0.0
visual,has_information,contrastive+autoencoder,24,1.0
visual,has_information,contrastive+autoencoder,24,0.5
visual,has_information,contrastive+autoencoder,24,0.75
visual,has_information,contrastive+autoencoder,24,0.5
visual,has_information,contrastive+autoencoder,24,1.0
visual,has_information,contrastive+autoencoder,24,0.0
visual,has_information,contrastive+autoencoder,24,1.0
visual,has_information,contrastive+autoencoder,24,0.875
visual,has_information,contrastive+autoencoder,24,1.0
visual,has_information,contrastive+autoencoder,24,1.0
visual,has_information,contrastive+autoencoder,24,0.0
visual,idle,contrastive,24,1.0
visual,idle,contrastive,24,1.0
visual,idle,contrastive,24,1.0
visual,idle,contrastive,24,1.0
visual,idle,contrastive,24,1.0
visual,idle,contrastive,24,1.0
visual,idle,contrastive,24,1.0
visual,idle,contrastive,24,1.0
visual,idle,contrastive,24,1.0
visual,searching,contrastive,24,1.0
visual,searching,contrastive,24,1.0
visual,searching,contrastive,24,1.0
visual,searching,contrastive,24,0.6666666865348816
visual,searching,contrastive,24,1.0
visual,searching,contrastive,24,1.0
visual,searching,contrastive,24,1.0
visual,searching,contrastive,24,0.4000000059604645
visual,searching,contrastive,24,1.0
visual,searching,contrastive,24,0.75
visual,searching,contrastive,24,0.6428571343421936
visual,has_item,contrastive,24,0.5
visual,has_item,contrastive,24,1.0
visual,has_item,contrastive,24,1.0
visual,has_item,contrastive,24,0.8333333134651184
visual,has_item,contrastive,24,1.0
visual,has_item,contrastive,24,0.0
visual,has_item,contrastive,24,1.0
visual,has_item,contrastive,24,0.8999999761581421
visual,has_item,contrastive,24,1.0
visual,has_item,contrastive,24,0.0
visual,has_item,contrastive,24,1.0
visual,has_information,contrastive,24,1.0
visual,has_information,contrastive,24,0.5
visual,has_information,contrastive,24,0.75
visual,has_information,contrastive,24,0.5
visual,has_information,contrastive,24,1.0
visual,has_information,contrastive,24,0.0
visual,has_information,contrastive,24,1.0
visual,has_information,contrastive,24,0.875
visual,has_information,contrastive,24,0.0
visual,has_information,contrastive,24,1.0
visual,has_information,contrastive,24,0.0
visual,idle,autoencoder,24,0.6666666865348816
visual,idle,autoencoder,24,1.0
visual,idle,autoencoder,24,1.0
visual,idle,autoencoder,24,1.0
visual,idle,autoencoder,24,1.0
visual,idle,autoencoder,24,0.5
visual,idle,autoencoder,24,1.0
visual,idle,autoencoder,24,1.0
visual,idle,autoencoder,24,1.0
visual,searching,autoencoder,24,1.0
visual,searching,autoencoder,24,1.0
visual,searching,autoencoder,24,1.0
visual,searching,autoencoder,24,0.6666666865348816
visual,searching,autoencoder,24,1.0
visual,searching,autoencoder,24,0.75
visual,searching,autoencoder,24,1.0
visual,searching,autoencoder,24,0.6000000238418579
visual,searching,autoencoder,24,1.0
visual,searching,autoencoder,24,0.0
visual,searching,autoencoder,24,0.5
visual,has_item,autoencoder,24,0.5
visual,has_item,autoencoder,24,1.0
visual,has_item,autoencoder,24,1.0
visual,has_item,autoencoder,24,0.8333333134651184
visual,has_item,autoencoder,24,1.0
visual,has_item,autoencoder,24,0.0
visual,has_item,autoencoder,24,1.0
visual,has_item,autoencoder,24,0.8999999761581421
visual,has_item,autoencoder,24,1.0
visual,has_item,autoencoder,24,0.5
visual,has_item,autoencoder,24,1.0
visual,has_information,autoencoder,24,1.0
visual,has_information,autoencoder,24,1.0
visual,has_information,autoencoder,24,0.75
visual,has_information,autoencoder,24,0.5
visual,has_information,autoencoder,24,1.0
visual,has_information,autoencoder,24,0.0
visual,has_information,autoencoder,24,1.0
visual,has_information,autoencoder,24,0.875
visual,has_information,autoencoder,24,1.0
visual,has_information,autoencoder,24,1.0
visual,has_information,autoencoder,24,0.0
visual,idle,random,24,0.6666666865348816
visual,idle,random,24,0.875
visual,idle,random,24,1.0
visual,idle,random,24,1.0
visual,idle,random,24,1.0
visual,idle,random,24,1.0
visual,idle,random,24,1.0
visual,idle,random,24,0.5
visual,idle,random,24,1.0
visual,searching,random,24,1.0
visual,searching,random,24,1.0
visual,searching,random,24,1.0
visual,searching,random,24,0.6666666865348816
visual,searching,random,24,1.0
visual,searching,random,24,0.75
visual,searching,random,24,1.0
visual,searching,random,24,0.2000000029802322
visual,searching,random,24,0.8181818127632141
visual,searching,random,24,0.0
visual,searching,random,24,0.2857142984867096
visual,has_item,random,24,0.5
visual,has_item,random,24,0.0
visual,has_item,random,24,1.0
visual,has_item,random,24,0.8333333134651184
visual,has_item,random,24,1.0
visual,has_item,random,24,0.0
visual,has_item,random,24,1.0
visual,has_item,random,24,0.8999999761581421
visual,has_item,random,24,0.6666666865348816
visual,has_item,random,24,0.5
visual,has_item,random,24,0.0
visual,has_information,random,24,1.0
visual,has_information,random,24,0.5
visual,has_information,random,24,0.25
visual,has_information,random,24,0.5
visual,has_information,random,24,1.0
visual,has_information,random,24,0.0
visual,has_information,random,24,0.0
visual,has_information,random,24,0.625
visual,has_information,random,24,1.0
visual,has_information,random,24,1.0
visual,has_information,random,24,0.0
auditory,idle,contrastive+autoencoder,24,0.3333333432674408
auditory,idle,contrastive+autoencoder,24,0.5
auditory,idle,contrastive+autoencoder,24,1.0
auditory,idle,contrastive+autoencoder,24,0.9411764740943908
auditory,idle,contrastive+autoencoder,24,0.6666666865348816
auditory,idle,contrastive+autoencoder,24,0.5
auditory,idle,contrastive+autoencoder,24,1.0
auditory,idle,contrastive+autoencoder,24,1.0
auditory,searching,contrastive+autoencoder,24,0.6666666865348816
auditory,searching,contrastive+autoencoder,24,0.9473684430122375
auditory,searching,contrastive+autoencoder,24,0.6666666865348816
auditory,searching,contrastive+autoencoder,24,0.0
auditory,searching,contrastive+autoencoder,24,0.0
auditory,searching,contrastive+autoencoder,24,0.3333333432674408
auditory,searching,contrastive+autoencoder,24,1.0
auditory,searching,contrastive+autoencoder,24,0.5
auditory,searching,contrastive+autoencoder,24,1.0
auditory,searching,contrastive+autoencoder,24,0.5
auditory,has_item,contrastive+autoencoder,24,1.0
auditory,has_item,contrastive+autoencoder,24,1.0
auditory,has_item,contrastive+autoencoder,24,0.5
auditory,has_item,contrastive+autoencoder,24,0.0
auditory,has_item,contrastive+autoencoder,24,1.0
auditory,has_item,contrastive+autoencoder,24,1.0
auditory,has_item,contrastive+autoencoder,24,0.0
auditory,has_item,contrastive+autoencoder,24,1.0
auditory,has_information,contrastive+autoencoder,24,0.0
auditory,has_information,contrastive+autoencoder,24,1.0
auditory,has_information,contrastive+autoencoder,24,0.0
auditory,has_information,contrastive+autoencoder,24,1.0
auditory,has_information,contrastive+autoencoder,24,1.0
auditory,has_information,contrastive+autoencoder,24,1.0
auditory,has_information,contrastive+autoencoder,24,0.0
auditory,has_information,contrastive+autoencoder,24,1.0
auditory,idle,contrastive,24,0.0
auditory,idle,contrastive,24,0.5
auditory,idle,contrastive,24,1.0
auditory,idle,contrastive,24,0.9411764740943908
auditory,idle,contrastive,24,0.3333333432674408
auditory,idle,contrastive,24,0.0
auditory,idle,contrastive,24,1.0
auditory,idle,contrastive,24,1.0
auditory,searching,contrastive,24,0.6666666865348816
auditory,searching,contrastive,24,0.9473684430122375
auditory,searching,contrastive,24,0.3333333432674408
auditory,searching,contrastive,24,1.0
auditory,searching,contrastive,24,0.0
auditory,searching,contrastive,24,0.3333333432674408
auditory,searching,contrastive,24,1.0
auditory,searching,contrastive,24,1.0
auditory,searching,contrastive,24,1.0
auditory,searching,contrastive,24,0.0
auditory,has_item,contrastive,24,1.0
auditory,has_item,contrastive,24,0.5
auditory,has_item,contrastive,24,0.0
auditory,has_item,contrastive,24,0.0
auditory,has_item,contrastive,24,1.0
auditory,has_item,contrastive,24,1.0
auditory,has_item,contrastive,24,0.0
auditory,has_item,contrastive,24,0.0
auditory,has_information,contrastive,24,1.0
auditory,has_information,contrastive,24,1.0
auditory,has_information,contrastive,24,0.0
auditory,has_information,contrastive,24,0.0
auditory,has_information,contrastive,24,1.0
auditory,has_information,contrastive,24,1.0
auditory,has_information,contrastive,24,0.0
auditory,has_information,contrastive,24,1.0
auditory,idle,autoencoder,24,0.0
auditory,idle,autoencoder,24,0.0
auditory,idle,autoencoder,24,1.0
auditory,idle,autoencoder,24,0.9411764740943908
auditory,idle,autoencoder,24,0.6666666865348816
auditory,idle,autoencoder,24,0.0
auditory,idle,autoencoder,24,1.0
auditory,idle,autoencoder,24,1.0
auditory,searching,autoencoder,24,0.6666666865348816
auditory,searching,autoencoder,24,0.9473684430122375
auditory,searching,autoencoder,24,0.3333333432674408
auditory,searching,autoencoder,24,1.0
auditory,searching,autoencoder,24,0.0
auditory,searching,autoencoder,24,0.3333333432674408
auditory,searching,autoencoder,24,1.0
auditory,searching,autoencoder,24,0.5
auditory,searching,autoencoder,24,1.0
auditory,searching,autoencoder,24,0.5
auditory,has_item,autoencoder,24,1.0
auditory,has_item,autoencoder,24,1.0
auditory,has_item,autoencoder,24,0.5
auditory,has_item,autoencoder,24,0.3333333432674408
auditory,has_item,autoencoder,24,1.0
auditory,has_item,autoencoder,24,1.0
auditory,has_item,autoencoder,24,0.0
auditory,has_item,autoencoder,24,1.0
auditory,has_information,autoencoder,24,0.0
auditory,has_information,autoencoder,24,1.0
auditory,has_information,autoencoder,24,0.0
auditory,has_information,autoencoder,24,1.0
auditory,has_information,autoencoder,24,1.0
auditory,has_information,autoencoder,24,1.0
auditory,has_information,autoencoder,24,0.0
auditory,has_information,autoencoder,24,1.0
auditory,idle,random,24,0.0
auditory,idle,random,24,0.0
auditory,idle,random,24,1.0
auditory,idle,random,24,0.9411764740943908
auditory,idle,random,24,0.3333333432674408
auditory,idle,random,24,0.0
auditory,idle,random,24,1.0
auditory,idle,random,24,1.0
auditory,searching,random,24,0.6666666865348816
auditory,searching,random,24,0.9473684430122375
auditory,searching,random,24,0.6666666865348816
auditory,searching,random,24,1.0
auditory,searching,random,24,1.0
auditory,searching,random,24,0.6666666865348816
auditory,searching,random,24,1.0
auditory,searching,random,24,0.5
auditory,searching,random,24,1.0
auditory,searching,random,24,0.5
auditory,has_item,random,24,1.0
auditory,has_item,random,24,1.0
auditory,has_item,random,24,0.0
auditory,has_item,random,24,0.3333333432674408
auditory,has_item,random,24,1.0
auditory,has_item,random,24,1.0
auditory,has_item,random,24,0.0
auditory,has_item,random,24,1.0
auditory,has_information,random,24,0.0
auditory,has_information,random,24,1.0
auditory,has_information,random,24,0.0
auditory,has_information,random,24,1.0
auditory,has_information,random,24,1.0
auditory,has_information,random,24,1.0
auditory,has_information,random,24,0.0
auditory,has_information,random,24,1.0
kinesthetic,idle,contrastive+autoencoder,24,0.0
kinesthetic,idle,contrastive+autoencoder,24,0.0
kinesthetic,idle,contrastive+autoencoder,24,0.6666666865348816
kinesthetic,idle,contrastive+autoencoder,24,0.0
kinesthetic,searching,contrastive+autoencoder,24,1.0
kinesthetic,searching,contrastive+autoencoder,24,0.6666666865348816
kinesthetic,searching,contrastive+autoencoder,24,1.0
kinesthetic,searching,contrastive+autoencoder,24,1.0
kinesthetic,searching,contrastive+autoencoder,24,0.5
kinesthetic,searching,contrastive+autoencoder,24,1.0
kinesthetic,searching,contrastive+autoencoder,24,1.0
kinesthetic,searching,contrastive+autoencoder,24,1.0
kinesthetic,has_item,contrastive+autoencoder,24,0.0
kinesthetic,has_item,contrastive+autoencoder,24,0.3333333432674408
kinesthetic,has_item,contrastive+autoencoder,24,0.0
kinesthetic,has_item,contrastive+autoencoder,24,0.5
kinesthetic,has_item,contrastive+autoencoder,24,1.0
kinesthetic,has_item,contrastive+autoencoder,24,0.5
kinesthetic,has_item,contrastive+autoencoder,24,1.0
kinesthetic,has_item,contrastive+autoencoder,24,1.0
kinesthetic,has_item,contrastive+autoencoder,24,0.3333333432674408
kinesthetic,has_information,contrastive+autoencoder,24,0.0
kinesthetic,has_information,contrastive+autoencoder,24,0.0
kinesthetic,has_information,contrastive+autoencoder,24,1.0
kinesthetic,has_information,contrastive+autoencoder,24,1.0
kinesthetic,has_information,contrastive+autoencoder,24,1.0
kinesthetic,has_information,contrastive+autoencoder,24,1.0
kinesthetic,idle,contrastive,24,0.0
kinesthetic,idle,contrastive,24,0.0
kinesthetic,idle,contrastive,24,0.6666666865348816
kinesthetic,idle,contrastive,24,0.0
kinesthetic,searching,contrastive,24,1.0
kinesthetic,searching,contrastive,24,0.6666666865348816
kinesthetic,searching,contrastive,24,1.0
kinesthetic,searching,contrastive,24,0.0
kinesthetic,searching,contrastive,24,0.5
kinesthetic,searching,contrastive,24,1.0
kinesthetic,searching,contrastive,24,0.0
kinesthetic,searching,contrastive,24,1.0
kinesthetic,has_item,contrastive,24,0.0
kinesthetic,has_item,contrastive,24,0.6666666865348816
kinesthetic,has_item,contrastive,24,1.0
kinesthetic,has_item,contrastive,24,0.0
kinesthetic,has_item,contrastive,24,1.0
kinesthetic,has_item,contrastive,24,0.5
kinesthetic,has_item,contrastive,24,1.0
kinesthetic,has_item,contrastive,24,1.0
kinesthetic,has_item,contrastive,24,0.6666666865348816
kinesthetic,has_information,contrastive,24,0.0
kinesthetic,has_information,contrastive,24,0.0
kinesthetic,has_information,contrastive,24,1.0
kinesthetic,has_information,contrastive,24,1.0
kinesthetic,has_information,contrastive,24,1.0
kinesthetic,has_information,contrastive,24,1.0
kinesthetic,idle,autoencoder,24,0.0
kinesthetic,idle,autoencoder,24,0.0
kinesthetic,idle,autoencoder,24,0.6666666865348816
kinesthetic,idle,autoencoder,24,0.0
kinesthetic,searching,autoencoder,24,1.0
kinesthetic,searching,autoencoder,24,0.6666666865348816
kinesthetic,searching,autoencoder,24,1.0
kinesthetic,searching,autoencoder,24,0.0
kinesthetic,searching,autoencoder,24,0.5
kinesthetic,searching,autoencoder,24,0.0
kinesthetic,searching,autoencoder,24,0.0
kinesthetic,searching,autoencoder,24,1.0
kinesthetic,has_item,autoencoder,24,0.0
kinesthetic,has_item,autoencoder,24,0.3333333432674408
kinesthetic,has_item,autoencoder,24,0.0
